channel,hotel_country,hotel_market,is_mobile,is_package,is_booking
0,50,855,5,0,8
0,50,856,3,0,7
0,50,857,5,0,6
0,50,858,2,0,2
0,50,859,12,0,15
0,50,860,4,0,5
0,50,861,2,0,7
0,50,862,1,0,4
0,50,863,4,0,9
0,50,864,4,1,7
0,50,865,0,0,0
0,50,866,0,0,3
0,50,867,4,0,7
0,50,868,3,0,15
0,50,869,2,2,13
0,50,870,4,0,15
0,50,871,18,0,32
0,50,872,2,0,12
0,50,873,4,0,7
0,50,874,3,0,3
0,50,875,1,0,1
0,50,876,4,0,10
0,50,877,2,0,3
0,50,878,5,0,6
0,50,879,10,2,20
0,50,880,1,0,3
0,50,881,2,0,6
0,50,882,4,0,13
0,50,883,0,0,1
0,50,884,2,1,9
0,50,885,3,0,3
0,50,886,1,0,2
0,50,887,6,0,25
0,50,893,1,0,3
0,50,894,5,0,7
0,50,895,5,0,13
0,50,896,2,0,2
0,50,897,2,0,9
0,50,898,0,0,2
0,50,899,2,0,4
0,50,900,4,0,9
0,50,901,11,0,21
0,50,902,1,0,4
0,50,903,0,0,5
0,50,904,1,0,6
0,50,905,2,0,6
0,50,906,5,0,3
0,50,907,3,0,5
0,50,908,4,1,18
0,50,909,1,0,3
0,50,910,14,3,39
0,50,911,0,0,1
0,50,912,1,0,3
0,50,913,0,0,1
0,50,914,1,0,6
0,50,915,10,0,23
0,50,926,16,0,36
0,50,927,3,0,4
0,50,928,2,2,8
0,50,929,5,1,7
0,50,930,3,0,10
0,50,931,7,0,15
0,50,933,1,0,2
0,50,935,4,0,5
0,50,936,5,0,14
0,50,945,8,1,37
0,50,946,13,0,41
0,50,947,10,0,24
0,50,948,1,0,9
0,50,949,7,0,14
0,50,950,0,0,10
0,50,952,3,1,8
0,50,953,19,0,58
0,50,964,0,0,1
0,50,965,5,1,8
0,50,967,24,0,69
0,50,968,4,0,16
0,50,969,16,0,41
0,50,970,16,0,33
0,50,971,2,0,3
0,50,972,3,0,12
0,50,973,8,0,11
0,50,984,10,0,23
0,50,985,4,0,15
0,50,989,4,0,13
0,50,990,2,0,11
0,50,991,5,0,16
0,50,992,2,0,2
0,50,993,11,0,29
0,50,994,1,0,9
0,50,1010,5,0,12
0,50,1011,6,1,11
0,50,1012,8,1,15
0,50,1015,22,2,70
0,50,1018,8,0,14
0,50,1019,5,0,12
0,50,1021,3,0,15
0,50,1025,2,0,2
0,50,1027,3,0,5
0,50,1028,1,0,7
0,50,1030,15,1,35
0,50,1031,1,0,1
0,50,1035,4,0,7
0,50,1042,5,0,29
0,50,1048,6,0,18
0,50,1051,3,0,3
0,50,1052,5,0,13
0,50,1053,5,0,11
0,50,1054,3,0,20
0,50,1055,3,0,8
0,50,1056,7,0,20
0,50,1057,3,0,9
0,50,1058,11,0,33
0,50,1059,5,0,22
0,50,1061,8,0,30
0,50,1062,1,0,4
0,50,1063,3,0,7
0,50,1064,0,0,4
0,50,1069,2,1,10
0,50,1071,0,1,2
0,50,1076,9,1,11
0,50,1077,16,0,36
0,50,1082,5,0,10
0,50,1087,2,0,12
0,50,1090,4,0,6
0,50,1094,5,0,15
0,50,1097,4,0,1
0,50,1098,4,0,7
0,50,1099,4,0,9
0,50,1100,7,0,14
0,50,1101,9,0,29
0,50,1102,0,0,2
0,50,1103,2,0,6
0,50,1104,0,0,4
0,50,1105,1,1,1
0,50,1107,4,2,14
0,50,1110,4,0,5
0,50,1111,5,0,9
0,50,1112,5,0,6
0,50,1114,0,0,3
0,50,1116,7,1,25
0,50,1118,6,0,14
0,50,1119,4,0,12
0,50,1120,2,0,16
0,50,1121,2,0,11
0,50,1122,8,1,14
0,50,1123,1,0,2
0,50,1124,6,1,12
0,50,1125,2,0,7
0,50,1126,5,0,18
0,50,1127,0,0,2
0,50,1133,3,0,8
0,50,1134,8,0,10
0,50,1138,2,0,2
0,50,1139,4,0,11
0,50,1140,0,0,0
0,50,1141,2,0,6
0,50,1142,1,0,7
0,50,1143,3,0,11
0,50,1144,8,1,25
0,50,1145,6,0,14
0,50,1147,4,0,8
0,50,1148,5,1,14
0,50,1149,3,0,19
0,50,1154,6,0,19
0,50,1155,16,0,17
0,50,1157,2,0,9
0,50,1158,6,1,23
0,50,1168,7,1,28
0,50,1169,5,0,6
0,50,1170,11,0,22
0,50,1171,2,1,8
0,50,1172,1,0,13
0,50,1173,0,0,3
0,50,1174,14,0,21
0,50,1175,0,0,3
0,50,1179,44,0,124
0,50,1180,13,0,40
0,50,1181,8,0,24
0,50,1184,2,0,8
0,50,1185,5,1,20
0,50,1186,1,0,3
0,50,1187,3,0,3
0,50,1191,18,1,46
0,50,1203,19,0,42
0,50,1230,230,161,774
0,50,1235,75,10,164
0,50,1241,59,16,242
0,50,1249,11,1,28
0,50,1250,13,0,32
0,50,1253,1,0,4
0,50,1261,11,0,26
0,50,1262,7,0,19
0,50,1263,14,0,28
0,50,1264,8,0,16
0,50,1265,14,0,24
0,50,1266,4,0,12
0,50,1267,4,0,10
0,50,1268,5,0,11
0,50,1269,8,0,16
0,50,1270,5,0,11
0,50,1271,10,0,19
0,50,1279,1,0,10
0,50,1282,3,0,11
0,50,1283,1,0,4
0,50,1284,4,0,21
0,50,1286,10,0,20
0,50,1287,1,0,4
0,50,1290,8,0,18
0,50,1291,9,0,14
0,50,1292,1,0,1
0,50,1294,4,0,22
0,50,1295,7,0,14
0,50,1296,4,0,29
0,50,1297,1,0,4
0,50,1298,2,1,17
0,50,1299,0,2,8
0,50,1300,6,0,18
0,50,1301,5,0,12
0,50,1304,8,0,13
0,50,1305,7,1,20
0,50,1306,4,0,12
0,50,1309,11,0,31
0,50,1310,6,0,12
0,50,1311,2,0,9
0,50,1317,4,0,5
0,50,1320,2,0,4
0,50,1321,7,1,10
0,50,1325,5,1,24
0,50,1328,0,0,4
0,50,1329,1,0,1
0,50,1330,2,0,3
0,50,1331,7,0,14
0,50,1332,1,0,9
0,50,1333,1,0,1
0,50,1334,2,0,2
0,50,1335,4,1,10
0,50,1336,1,0,10
0,50,1337,19,0,30
0,50,1338,3,0,7
0,50,1339,0,1,7
0,50,1340,1,1,2
0,50,1341,1,0,1
0,50,1342,2,0,2
0,50,1343,2,0,8
0,50,1344,2,0,7
0,50,1346,3,0,6
0,50,1347,2,1,6
0,50,1348,0,0,3
0,50,1349,2,0,3
0,50,1350,1,0,2
0,50,1351,2,0,4
0,50,1352,1,0,0
0,50,1354,0,0,1
0,50,1355,1,0,10
0,50,1356,1,0,4
0,50,1359,7,0,7
0,50,1360,1,1,6
0,50,1361,0,0,5
0,50,1362,2,0,5
0,50,1363,5,0,9
0,50,1365,2,0,7
0,50,1366,0,0,2
0,50,1367,2,0,6
0,50,1368,0,0,1
0,50,1369,1,0,5
0,50,1372,1,0,3
0,50,1375,1,0,2
0,50,1378,7,0,11
0,50,1379,3,0,2
0,50,1380,1,0,4
0,50,1442,10,0,31
0,50,1457,58,30,179
0,50,1507,39,2,105
0,50,1510,1,0,4
0,50,1513,5,0,9
0,50,1515,1,1,7
0,50,1516,4,0,13
0,50,1519,16,11,50
0,50,1527,0,0,1
0,50,1529,29,12,62
0,50,1538,6,0,27
0,50,1544,11,0,12
0,50,1546,14,0,45
0,50,1553,8,0,32
0,50,1560,16,2,31
0,50,1628,10,2,17
0,50,1629,6,2,14
0,50,1630,6,0,25
0,50,1631,8,0,14
0,50,1632,44,4,115
0,50,1633,24,0,89
0,50,1634,15,1,80
0,50,1637,18,0,41
0,50,1639,7,0,18
0,50,1640,8,0,14
0,50,1641,11,0,20
0,50,1642,3,2,12
0,50,1643,5,1,13
0,50,1644,0,1,4
0,50,1645,3,0,15
0,50,1646,12,0,31
0,50,1648,1,0,6
0,50,1649,11,2,38
0,50,1650,18,0,48
0,50,1651,0,0,2
0,50,1652,0,0,1
0,50,1653,2,0,10
0,50,1654,5,0,18
0,50,1655,3,0,5
0,50,1656,18,0,32
0,50,1658,8,0,21
0,50,1662,2,0,5
0,50,1664,5,0,18
0,50,1666,8,0,10
0,50,1669,12,0,16
0,50,1672,4,0,13
0,50,1673,15,0,25
0,50,1675,33,5,82
0,50,2117,8,0,29
0,51,197,11,28,55
0,51,1509,39,98,131
0,52,202,9,29,20
0,53,1936,0,1,2
0,53,2102,0,1,1
0,54,1285,0,0,1
0,55,2079,1,1,2
0,57,172,0,4,15
0,58,33,2,10,18
0,59,687,0,0,1
0,60,1554,1,3,7
0,61,198,0,0,2
0,63,934,19,8,50
0,63,939,1,3,11
0,63,959,1,0,4
0,63,962,30,18,86
0,63,966,13,23,52
0,63,974,18,0,39
0,63,978,4,0,7
0,63,995,0,0,5
0,63,1001,5,6,26
0,63,1002,0,0,2
0,63,1005,3,0,4
0,63,1022,3,0,7
0,63,1023,38,24,77
0,63,1024,0,0,5
0,63,1026,0,0,5
0,63,1029,5,0,23
0,63,1045,11,10,30
0,63,1050,6,0,5
0,63,1083,2,5,13
0,63,1108,60,56,232
0,63,1128,1,0,4
0,63,1146,11,0,21
0,63,1156,2,0,8
0,63,1160,1,0,6
0,63,1161,1,0,1
0,63,1162,6,1,10
0,63,1163,1,0,3
0,63,1193,17,6,61
0,63,1196,9,7,20
0,63,1201,4,2,13
0,63,1202,2,0,5
0,63,1247,1,0,0
0,63,1248,4,2,11
0,63,1251,1,0,2
0,63,1252,0,0,0
0,63,1254,2,0,6
0,63,1256,14,5,36
0,63,1258,76,56,241
0,63,1272,5,0,19
0,63,1288,1,0,4
0,63,1302,1,0,5
0,63,1303,2,5,13
0,63,1405,0,0,1
0,63,1406,0,0,1
0,63,1412,3,0,7
0,63,1427,5,0,8
0,63,1428,4,0,10
0,63,1429,1,0,5
0,63,1430,2,0,8
0,63,1431,1,1,3
0,63,1432,3,0,4
0,63,1458,1,0,4
0,63,1459,0,0,4
0,63,1460,2,1,7
0,63,1471,3,2,10
0,63,1472,3,0,5
0,63,1473,4,0,7
0,63,1487,3,0,3
0,63,1488,0,0,5
0,63,1489,5,3,20
0,63,1542,2,0,3
0,63,1586,7,0,16
0,63,1592,5,1,14
0,63,1596,5,0,11
0,63,1676,0,0,3
0,63,1677,1,0,1
0,63,1678,1,0,5
0,63,1679,1,0,2
0,63,1680,0,0,2
0,63,1681,2,0,1
0,63,1682,3,0,3
0,63,1683,1,0,2
0,63,1684,1,0,5
0,63,1685,2,0,9
0,63,1686,1,0,3
0,63,1687,2,0,7
0,63,1688,2,0,4
0,63,1689,3,0,1
0,64,1414,2,3,6
0,64,1725,0,0,2
0,64,1726,0,0,0
0,64,1727,0,0,1
0,66,1014,1,2,6
0,67,203,5,17,19
0,68,275,55,193,308
0,68,279,0,0,2
0,68,280,0,0,1
0,68,282,0,0,1
0,68,283,1,0,2
0,68,284,0,0,2
0,68,285,1,1,5
0,68,286,0,0,4
0,68,288,1,0,5
0,68,289,0,0,4
0,68,290,0,0,7
0,68,291,0,0,0
0,68,292,3,3,19
0,68,293,2,0,10
0,68,295,0,0,1
0,68,296,0,2,11
0,68,1435,0,0,0
0,68,1724,0,1,8
0,70,10,30,30,145
0,70,19,210,304,868
0,70,133,24,11,67
0,70,134,19,7,74
0,70,135,7,5,43
0,70,233,4,9,9
0,70,303,11,11,27
0,70,306,5,3,29
0,70,307,7,5,23
0,70,308,9,1,24
0,70,309,7,0,16
0,70,310,7,3,22
0,70,311,3,0,12
0,70,312,6,1,36
0,70,761,8,0,28
0,70,762,7,6,19
0,70,763,7,1,20
0,70,764,4,0,19
0,70,766,8,0,14
0,70,767,8,1,24
0,70,768,9,1,19
0,70,1495,3,0,7
0,70,1901,5,0,12
0,70,1902,3,0,18
0,70,1903,4,0,14
0,70,1904,5,0,13
0,70,1905,12,0,36
0,70,1906,3,0,6
0,70,1907,3,0,18
0,70,1908,7,0,32
0,70,1909,3,1,22
0,70,1910,4,1,13
0,70,1911,0,0,8
0,70,1912,3,0,19
0,70,1913,6,0,24
0,70,1914,3,0,22
0,70,1915,5,1,28
0,70,1917,1,0,0
0,70,1919,10,0,21
0,70,1921,5,0,13
0,70,1922,0,0,6
0,70,1923,1,0,9
0,70,1924,4,0,8
0,70,1925,6,0,23
0,70,1926,7,0,21
0,70,1927,5,1,13
0,70,1928,4,0,12
0,70,1929,11,0,19
0,70,1930,11,1,37
0,70,1931,7,0,32
0,71,102,0,5,10
